inquiry_id,product_id,lang,text,true_theme
Q00494,P0318,en,Does it come with a CE certification?,feature
Q00495,P0234,zh,大批量采购可以给个更好的价格吗?,price
Q00496,P0030,en,Can you change the box design to our brand?,customization
Q00497,P0390,zh,有CE认证吗?,feature
Q00498,P0428,zh,能保证12月15号前到货吗?,delivery
Q00499,P0331,en,Is the material BPA-free?,feature
Q00500,P0185,zh,有CE认证吗?,feature
Q00501,P0252,zh,支持DDP发到美国吗?,delivery
Q00502,P0107,en,Can you share the technical spec sheet?,feature
Q00503,P0099,en,Is the material BPA-free?,feature
Q00504,P0447,zh,电池容量多少毫安?,feature
Q00505,P0478,en,Can you offer a better price for bulk orders?,price
Q00506,P0145,en,Is the price negotiable for 500 units?,price
Q00507,P0380,zh,急单能走空运吗?,delivery
Q00508,P0178,en,Does it come with a CE certification?,feature
Q00509,P0136,en,Do you support DDP shipping to the US?,delivery
Q00510,P0275,en,Do you have any promotional pricing this month?,price
Q00511,P0240,en,Is the material BPA-free?,feature
Q00512,P0407,zh,这个产品支持IPX7防水吗?,feature
Q00513,P0120,zh,能保证12月15号前到货吗?,delivery
Q00514,P0233,en,Can you guarantee delivery before December 15?,delivery
Q00515,P0375,en,Will the order arrive before Chinese New Year?,delivery
Q00516,P0065,en,Is the price negotiable for 500 units?,price
Q00517,P0184,en,Will the order arrive before Chinese New Year?,delivery
Q00518,P0465,zh,大批量采购可以给个更好的价格吗?,price
Q00519,P0433,zh,发到德国需要多久?,delivery
Q00520,P0444,zh,颜色可以定制吗?,customization
Q00521,P0230,zh,颜色可以定制吗?,customization
Q00522,P0238,en,Do you have any promotional pricing this month?,price
Q00523,P0284,en,Do you support DDP shipping to the US?,delivery
Q00524,P0054,zh,保修期多久?,feature
Q00525,P0423,zh,大批量采购可以给个更好的价格吗?,price
Q00526,P0444,zh,包装上能加我们的logo吗?,customization
Q00527,P0134,en,The price seems high compared to similar products.,price
Q00528,P0172,zh,材料是否不含BPA?,feature
Q00529,P0084,en,What is the battery capacity?,feature
Q00530,P0474,en,Do you have any promotional pricing this month?,price
Q00531,P0340,zh,发到德国需要多久?,delivery
Q00532,P0405,en,What is the minimum order quantity to get a discount?,price
Q00533,P0070,zh,和同类产品相比价格偏高。,price
Q00534,P0117,zh,材料是否不含BPA?,feature
Q00535,P0132,zh,"你们竞争对手报价更低,能否匹配?",price
Q00536,P0126,en,Is air freight available for urgent orders?,delivery
Q00537,P0189,zh,能发一下技术参数表吗?,feature
Q00538,P0002,en,Does it come with a CE certification?,feature
Q00539,P0019,zh,保修期多久?,feature
Q00540,P0404,zh,和同类产品相比价格偏高。,price
Q00541,P0373,en,Is the price negotiable for 500 units?,price
Q00542,P0097,en,Can you guarantee delivery before December 15?,delivery
Q00543,P0430,en,Is air freight available for urgent orders?,delivery
Q00544,P0491,zh,这个产品支持IPX7防水吗?,feature
Q00545,P0461,en,Can you guarantee delivery before December 15?,delivery
Q00546,P0377,zh,大批量采购可以给个更好的价格吗?,price
Q00547,P0100,en,Can you offer a better price for bulk orders?,price
Q00548,P0144,en,What is the minimum order quantity to get a discount?,price
Q00549,P0401,zh,能发一下技术参数表吗?,feature
Q00550,P0127,en,Can you offer a better price for bulk orders?,price
Q00551,P0201,zh,"你们竞争对手报价更低,能否匹配?",price
Q00552,P0199,zh,这个月有促销价吗?,price
Q00553,P0319,en,The price seems high compared to similar products.,price
Q00554,P0458,en,Is the material BPA-free?,feature
Q00555,P0113,zh,包装上能加我们的logo吗?,customization
Q00556,P0152,zh,"你们竞争对手报价更低,能否匹配?",price
Q00557,P0064,zh,能发一下技术参数表吗?,feature
Q00558,P0364,zh,这个产品支持IPX7防水吗?,feature
Q00559,P0263,zh,能保证12月15号前到货吗?,delivery
Q00560,P0374,zh,这个产品支持IPX7防水吗?,feature
Q00561,P0119,en,Any chance of a 10% discount for first-time buyers?,price
Q00562,P0291,zh,1000件的生产周期多久?,delivery
Q00563,P0456,zh,春节前能到货吗?,delivery
Q00564,P0338,zh,500件的话价格能再优惠吗?,price
Q00565,P0397,en,Do you support DDP shipping to the US?,delivery
Q00566,P0458,zh,包装盒能换成我们的品牌设计吗?,customization
Q00567,P0319,en,Can the color be customized?,customization
Q00568,P0046,zh,能保证12月15号前到货吗?,delivery
Q00569,P0142,zh,发到德国需要多久?,delivery
Q00570,P0489,en,Can you share the technical spec sheet?,feature
Q00571,P0385,en,Do you support OEM/ODM service?,customization
Q00572,P0329,zh,500件的话价格能再优惠吗?,price
Q00573,P0110,en,Is the material BPA-free?,feature
Q00574,P0247,zh,能发一下技术参数表吗?,feature
Q00575,P0432,en,The price seems high compared to similar products.,price
Q00576,P0472,en,Is the price negotiable for 500 units?,price
Q00577,P0128,zh,"你们竞争对手报价更低,能否匹配?",price
Q00578,P0442,zh,包装盒能换成我们的品牌设计吗?,customization
Q00579,P0389,zh,500件的话价格能再优惠吗?,price
Q00580,P0013,en,Is the price negotiable for 500 units?,price
Q00581,P0317,zh,包装上能加我们的logo吗?,customization
Q00582,P0238,zh,这个产品支持IPX7防水吗?,feature
Q00583,P0100,zh,能保证12月15号前到货吗?,delivery
Q00584,P0174,zh,包装上能加我们的logo吗?,customization
Q00585,P0486,en,What is the battery capacity?,feature
Q00586,P0166,zh,包装盒能换成我们的品牌设计吗?,customization
Q00587,P0045,en,Can you offer a better price for bulk orders?,price
Q00588,P0494,en,Can you offer a better price for bulk orders?,price
Q00589,P0413,en,"Your competitor offers $X less, can you match it?",price
Q00590,P0315,zh,这个产品支持IPX7防水吗?,feature
Q00591,P0261,zh,颜色可以定制吗?,customization
Q00592,P0173,en,Does it come with a CE certification?,feature
Q00593,P0398,en,Do you support DDP shipping to the US?,delivery
Q00594,P0123,en,The price seems high compared to similar products.,price
Q00595,P0343,en,What's the warranty period?,feature
Q00596,P0382,en,"We need custom retail packaging, is that possible?",customization
Q00597,P0344,en,"Your competitor offers $X less, can you match it?",price
Q00598,P0284,en,"We need custom retail packaging, is that possible?",customization
Q00599,P0310,zh,最低起订量多少才能拿到折扣?,price
Q00600,P0067,zh,保修期多久?,feature
Q00601,P0341,zh,能发一下技术参数表吗?,feature
Q00602,P0204,en,Can you offer a better price for bulk orders?,price
Q00603,P0220,en,Is the price negotiable for 500 units?,price
Q00604,P0414,en,What's the warranty period?,feature
Q00605,P0236,zh,春节前能到货吗?,delivery
Q00606,P0463,zh,急单能走空运吗?,delivery
Q00607,P0300,zh,1000件的生产周期多久?,delivery
Q00608,P0257,en,Is the material BPA-free?,feature
Q00609,P0246,zh,支持DDP发到美国吗?,delivery
Q00610,P0225,zh,1000件的生产周期多久?,delivery
Q00611,P0047,en,What is the minimum order quantity to get a discount?,price
Q00612,P0384,en,Is the price negotiable for 500 units?,price
Q00613,P0284,en,What is the battery capacity?,feature
Q00614,P0083,zh,首次合作能给9折吗?,price
Q00615,P0320,en,Is the material BPA-free?,feature
Q00616,P0115,zh,发到德国需要多久?,delivery
Q00617,P0378,zh,包装上能加我们的logo吗?,customization
Q00618,P0111,zh,有CE认证吗?,feature
Q00619,P0131,en,Do you have any promotional pricing this month?,price
Q00620,P0495,zh,这个产品支持IPX7防水吗?,feature
Q00621,P0429,zh,急单能走空运吗?,delivery
Q00622,P0264,en,Can the color be customized?,customization
Q00623,P0219,en,What's the warranty period?,feature
Q00624,P0453,zh,"需要定制零售包装,可以做吗?",customization
Q00625,P0160,en,Does this product support waterproof IPX7?,feature
Q00626,P0252,zh,能保证12月15号前到货吗?,delivery
Q00627,P0374,en,Does it come with a CE certification?,feature
Q00628,P0063,en,"Your competitor offers $X less, can you match it?",price
Q00629,P0223,zh,首次合作能给9折吗?,price
Q00630,P0276,zh,首次合作能给9折吗?,price
Q00631,P0088,en,Can you offer a better price for bulk orders?,price
Q00632,P0032,en,Does it come with a CE certification?,feature
Q00633,P0010,zh,和同类产品相比价格偏高。,price
Q00634,P0303,en,Can you share the technical spec sheet?,feature
Q00635,P0035,en,Do you support DDP shipping to the US?,delivery
Q00636,P0005,zh,这个产品支持IPX7防水吗?,feature
Q00637,P0274,zh,500件的话价格能再优惠吗?,price
Q00638,P0329,en,The price seems high compared to similar products.,price
Q00639,P0476,zh,保修期多久?,feature
Q00640,P0238,en,Will the order arrive before Chinese New Year?,delivery
Q00641,P0022,en,Is air freight available for urgent orders?,delivery
Q00642,P0009,zh,支持DDP发到美国吗?,delivery
Q00643,P0305,zh,能保证12月15号前到货吗?,delivery
Q00644,P0355,zh,电池容量多少毫安?,feature
Q00645,P0301,en,Do you have any promotional pricing this month?,price
Q00646,P0111,en,Any chance of a 10% discount for first-time buyers?,price
Q00647,P0088,en,How long is the shipping time to Germany?,delivery
Q00648,P0100,zh,材料是否不含BPA?,feature
Q00649,P0462,en,Do you support OEM/ODM service?,customization
Q00650,P0381,en,"We need custom retail packaging, is that possible?",customization
Q00651,P0485,zh,支持OEM/ODM吗?,customization
Q00652,P0424,en,Does this product support waterproof IPX7?,feature
Q00653,P0208,zh,材料是否不含BPA?,feature
Q00654,P0369,en,Can you share the technical spec sheet?,feature
Q00655,P0424,zh,最低起订量多少才能拿到折扣?,price
Q00656,P0156,zh,1000件的生产周期多久?,delivery
Q00657,P0184,zh,包装上能加我们的logo吗?,customization
Q00658,P0231,en,The price seems high compared to similar products.,price
Q00659,P0107,zh,包装上能加我们的logo吗?,customization
Q00660,P0425,en,Do you support OEM/ODM service?,customization
Q00661,P0463,zh,"你们竞争对手报价更低,能否匹配?",price
Q00662,P0493,zh,这个月有促销价吗?,price
Q00663,P0337,en,Do you have any promotional pricing this month?,price
Q00664,P0237,en,Is the price negotiable for 500 units?,price
Q00665,P0167,en,Can you share the technical spec sheet?,feature
Q00666,P0421,zh,电池容量多少毫安?,feature
Q00667,P0325,zh,能保证12月15号前到货吗?,delivery
Q00668,P0244,zh,这个月有促销价吗?,price
Q00669,P0343,en,What is the minimum order quantity to get a discount?,price
Q00670,P0069,en,"Your competitor offers $X less, can you match it?",price
Q00671,P0260,en,What's the lead time for 1000 units?,delivery
Q00672,P0307,en,Do you have any promotional pricing this month?,price
Q00673,P0054,zh,急单能走空运吗?,delivery
Q00674,P0228,en,Is the price negotiable for 500 units?,price
Q00675,P0188,zh,发到德国需要多久?,delivery
Q00676,P0010,zh,发到德国需要多久?,delivery
Q00677,P0210,en,Will the order arrive before Chinese New Year?,delivery
Q00678,P0471,zh,和同类产品相比价格偏高。,price
Q00679,P0381,zh,最低起订量多少才能拿到折扣?,price
Q00680,P0316,zh,"你们竞争对手报价更低,能否匹配?",price
Q00681,P0021,zh,包装盒能换成我们的品牌设计吗?,customization
Q00682,P0073,zh,1000件的生产周期多久?,delivery
Q00683,P0008,zh,最低起订量多少才能拿到折扣?,price
Q00684,P0161,zh,1000件的生产周期多久?,delivery
Q00685,P0237,zh,能保证12月15号前到货吗?,delivery
Q00686,P0472,en,The price seems high compared to similar products.,price
Q00687,P0045,zh,大批量采购可以给个更好的价格吗?,price
Q00688,P0251,zh,急单能走空运吗?,delivery
Q00689,P0252,en,"We need custom retail packaging, is that possible?",customization
Q00690,P0139,en,Can we add our logo on the packaging?,customization
Q00691,P0265,en,Do you support OEM/ODM service?,customization
Q00692,P0150,en,Can you change the box design to our brand?,customization
Q00693,P0100,en,"Your competitor offers $X less, can you match it?",price
Q00694,P0337,en,Can you share the technical spec sheet?,feature
Q00695,P0174,en,Is the price negotiable for 500 units?,price
Q00696,P0180,en,Can you share the technical spec sheet?,feature
Q00697,P0106,zh,支持OEM/ODM吗?,customization
Q00698,P0019,en,Can you change the box design to our brand?,customization
Q00699,P0119,en,Will the order arrive before Chinese New Year?,delivery
Q00700,P0403,en,What is the battery capacity?,feature
Q00701,P0355,zh,包装上能加我们的logo吗?,customization
Q00702,P0170,zh,材料是否不含BPA?,feature
Q00703,P0266,zh,和同类产品相比价格偏高。,price
Q00704,P0007,zh,500件的话价格能再优惠吗?,price
Q00705,P0019,en,Do you support OEM/ODM service?,customization
Q00706,P0136,en,Is the price negotiable for 500 units?,price
Q00707,P0096,en,What is the minimum order quantity to get a discount?,price
Q00708,P0169,en,Will the order arrive before Chinese New Year?,delivery
Q00709,P0012,en,Do you have any promotional pricing this month?,price
Q00710,P0495,zh,这个月有促销价吗?,price
Q00711,P0265,zh,包装盒能换成我们的品牌设计吗?,customization
Q00712,P0382,zh,大批量采购可以给个更好的价格吗?,price
Q00713,P0217,zh,电池容量多少毫安?,feature
Q00714,P0154,zh,有CE认证吗?,feature
Q00715,P0497,en,"We need custom retail packaging, is that possible?",customization
Q00716,P0328,en,What is the battery capacity?,feature
Q00717,P0399,zh,和同类产品相比价格偏高。,price
Q00718,P0048,zh,材料是否不含BPA?,feature
Q00719,P0021,en,The price seems high compared to similar products.,price
Q00720,P0196,en,Will the order arrive before Chinese New Year?,delivery
Q00721,P0135,zh,能保证12月15号前到货吗?,delivery
Q00722,P0163,en,Can you change the box design to our brand?,customization
Q00723,P0128,en,Do you support DDP shipping to the US?,delivery
Q00724,P0175,en,Is air freight available for urgent orders?,delivery
Q00725,P0411,en,Is the material BPA-free?,feature
Q00726,P0392,zh,大批量采购可以给个更好的价格吗?,price
Q00727,P0071,zh,包装上能加我们的logo吗?,customization
Q00728,P0409,en,Can you guarantee delivery before December 15?,delivery
Q00729,P0464,en,Does this product support waterproof IPX7?,feature
Q00730,P0360,zh,500件的话价格能再优惠吗?,price
Q00731,P0407,zh,最低起订量多少才能拿到折扣?,price
Q00732,P0129,zh,500件的话价格能再优惠吗?,price
Q00733,P0468,en,Is the material BPA-free?,feature
